Document Title,uuid_formula,airtable_uuid,duplicate_flagger
Clinical Criteria (Colorado),CHIR_IDrecwXGygv1b5pDPra-340769-COClinical Criter,recwXGygv1b5pDPra,non_duplicate
Clinical Criteria (Florida),CHIR_IDreczfkIfpSR2FGQPI-340770-FLClinical Criter,reczfkIfpSR2FGQPI,non_duplicate
Clinical Criteria (Georgia),CHIR_IDrecIRrHIjSKzSd7fM-340771-GAClinical Criter,recIRrHIjSKzSd7fM,non_duplicate
Clinical Criteria (Illinois),CHIR_IDrecff1XZAbv2NErCa-340772-ILClinical Criter,recff1XZAbv2NErCa,non_duplicate
Clinical Criteria (Kansas),CHIR_IDrec4kVtpSE70PqyY0-340773-KSClinical Criter,rec4kVtpSE70PqyY0,non_duplicate
Clinical Criteria (Louisiana),CHIR_IDrecTuxg7IDl1FTzUv-340774-LAClinical Criter,recTuxg7IDl1FTzUv,non_duplicate
Clinical Criteria (Michigan),CHIR_IDrec1OxawR1n45mWVw-340775-MIClinical Criter,rec1OxawR1n45mWVw,non_duplicate
Clinical Criteria (Mississippi),CHIR_IDrec05d6MCUsFblcHp-340776-MSClinical Criter,rec05d6MCUsFblcHp,non_duplicate
Clinical Criteria (Missouri),CHIR_IDrec93aI0N4D1aWfbS-340778-MOClinical Criter,rec93aI0N4D1aWfbS,non_duplicate
Clinical Criteria (New Jersey),CHIR_IDrecYrS7xaVuetM4sP-340781-NJClinical Criter,recYrS7xaVuetM4sP,non_duplicate
Clinical Criteria (New Mexico),CHIR_IDrecLoGOmCowEFRAEj-340782-NMClinical Criter,recLoGOmCowEFRAEj,non_duplicate
Clinical Criteria (Ohio),CHIR_IDrecBKbitrLdgxd9AR-340783-OHClinical Criter,recBKbitrLdgxd9AR,non_duplicate
Clinical Criteria (Oklahoma),CHIR_IDrecwcZ0OZOWkuJWko-340787-OKClinical Criter,recwcZ0OZOWkuJWko,non_duplicate
Clinical Criteria (South Carolina),CHIR_IDrecIYtt4gTxjBmILc-340790-SCClinical Criter,recIYtt4gTxjBmILc,non_duplicate
Clinical Criteria (Tennessee),CHIR_IDreczpI5NIyoh2letB-340794-TNClinical Criter,reczpI5NIyoh2letB,non_duplicate
Clinical Criteria (Texas),CHIR_IDrec24impckQpxdsR6-340799-TXClinical Criter,rec24impckQpxdsR6,non_duplicate
Clinical Criteria (Virginia),CHIR_IDrecW87wwXRxw7IGXB-340807-VAClinical Criter,recW87wwXRxw7IGXB,non_duplicate
Clinical Criteria (Washington),CHIR_IDrecYfbU8G0ViDeYcZ-340815-WAClinical Criter,recYfbU8G0ViDeYcZ,non_duplicate
Clinical Criteria (Wisconsin),CHIR_IDrecFU2NyxL8Boum2l-340818-WIClinical Criter,recFU2NyxL8Boum2l,non_duplicate
Standard Control Choice Formulary Exclusions Drug List (Health Plan),CHIR_IDrecWrNSoA1TzEM39M-340822-AKStandard Contro,recWrNSoA1TzEM39M,non_duplicate
Basic Control and Basic Control with ACSF Prior Authorization List (Health Plan),CHIR_IDrecNYIScivoPWruDU-340824-AKBasic Control a,recNYIScivoPWruDU,non_duplicate
CeQur Simplicity Insulin Delivery System,CHIR_IDrecaWyRGVpjF8rBta-340956-ARCeQur Simplicit,recaWyRGVpjF8rBta,non_duplicate
"Genetic Testing: Metabolic, Endocrine, and Mitochondrial Disorders",CHIR_IDreccFv7d1nF81dfh4-341379-CAGenetic Testing,reccFv7d1nF81dfh4,non_duplicate
Advanced Control Choice Plan Formulary (Health Plan),CHIR_IDrecB26CXyDh8l6Vq1-341588-AKAdvanced Contro,recB26CXyDh8l6Vq1,non_duplicate
Advanced Control Choice Plan Preventive Drug List (Health Plan),CHIR_IDrecD6hl8pPj6FRbYR-341590-AKAdvanced Contro,recD6hl8pPj6FRbYR,non_duplicate
Advanced Control Choice Plan Chronic Drug List (Health Plan),CHIR_IDrecqKY0xH18EYztI1-341591-AKAdvanced Contro,recqKY0xH18EYztI1,non_duplicate
Advanced Control Choice Plan Excluded Drug List (Health Plan),CHIR_IDrecPZTySd1W6DVH73-341593-AKAdvanced Contro,recPZTySd1W6DVH73,non_duplicate
Standard Control Choice Plan Drug List (Health Plan),CHIR_IDrecLVjkKWJGLYeT58-341596-AKStandard Contro,recLVjkKWJGLYeT58,non_duplicate
Standard Control Choice Plan Preventive Drug List (Health Plan),CHIR_IDrecUjVns9RNCU3vbt-341597-AKStandard Contro,recUjVns9RNCU3vbt,non_duplicate
Standard Control Choice Plan Chronic Drug List (Health Plan),CHIR_IDrecCzhSWt6No6SkGW-341598-AKStandard Contro,recCzhSWt6No6SkGW,non_duplicate
Standard Control Choice Plan with ACSF Drug List (Health Plan),CHIR_IDrecx5fFJx0Gf2mFCx-341602-AKStandard Contro,recx5fFJx0Gf2mFCx,non_duplicate
Standard Control Choice Plan with ACSF Preventive Drug List (Health Plan),CHIR_IDrecc20Lra6MlBlT3N-341604-AKStandard Contro,recc20Lra6MlBlT3N,non_duplicate
Standard Control Choice Plan with ACSF Chronic Drug List (Health Plan),CHIR_IDrecaYEcSwlYIeJyBQ-341605-AKStandard Contro,recaYEcSwlYIeJyBQ,non_duplicate
Standard Control Choice Plan with ACSF Excluded Drug List (Health Plan),CHIR_IDrec4tKAoU4OV9XjWG-341606-AKStandard Contro,rec4tKAoU4OV9XjWG,non_duplicate
Standard Opt Out Plan Drug List (CA Health Plan),CHIR_IDrec9WpSLIGFIa7NTl-341608-CAStandard Opt Ou,rec9WpSLIGFIa7NTl,non_duplicate
Cigna HealthCare Premiere 4-Tier Prescription Drug List (VA Health Plan),CHIR_IDrecABP8O2d7rCsqhL-342579-VACigna HealthCar,recABP8O2d7rCsqhL,non_duplicate
Copay Assurance Plan Drug List (Health Plan),CHIR_IDrecmJLPQD2qxK1hYY-342598-AKCopay Assurance,recmJLPQD2qxK1hYY,non_duplicate
Medical ERA and EFT Form,CHIR_IDrecSjut5DDAKfWSB5-342667-AKMedical ERA and,recSjut5DDAKfWSB5,non_duplicate
Dental ERA and EFT Form,CHIR_IDrecGVMjQTQT14JaTT-342668-AKDental ERA and ,recGVMjQTQT14JaTT,non_duplicate
4-Tier Oscar Individual Plan Formulary (NC Health Plan),CHIR_IDrecB9zAxpvBBHSCO6-342752-NC4-Tier Oscar In,recB9zAxpvBBHSCO6,non_duplicate
4-Tier Oscar Individual Plan Formulary (OH Health Plan),CHIR_IDrecg8So6JxySMQsU3-342753-OH4-Tier Oscar In,recg8So6JxySMQsU3,non_duplicate
4-Tier Oscar Individual Plan Formulary (OK Health Plan),CHIR_IDrecaju1ktWVH8fftf-342755-OK4-Tier Oscar In,recaju1ktWVH8fftf,non_duplicate
4-Tier Oscar Individual Plan Formulary (PA Health Plan),CHIR_IDrec2lphwg6nqLNgyE-342756-PA4-Tier Oscar In,rec2lphwg6nqLNgyE,non_duplicate
4-Tier Oscar Individual Plan Formulary (TN Health Plan),CHIR_IDrecwtcgXf57mXdJZ2-342758-TN4-Tier Oscar In,recwtcgXf57mXdJZ2,non_duplicate
4-Tier Oscar Individual Plan Formulary (TX Health Plan),CHIR_IDrecqhxZo50K974Hx7-342759-TX4-Tier Oscar In,recqhxZo50K974Hx7,non_duplicate
4-Tier Oscar Individual Plan Formulary (VA Health Plan),CHIR_IDrecdTylUmulVc8CNT-342760-VA4-Tier Oscar In,recdTylUmulVc8CNT,non_duplicate
4-Tier Oscar Individual Plan Formulary (AZ Health Plan),CHIR_IDrecUf7qatosiD09ht-342761-AZ4-Tier Oscar In,recUf7qatosiD09ht,non_duplicate
4-Tier Oscar Individual Plan Formulary (FL Health Plan),CHIR_IDrecOT2KASM9Cwo4Zz-342762-FL4-Tier Oscar In,recOT2KASM9Cwo4Zz,non_duplicate
4-Tier Oscar Individual Plan Formulary (GA Health Plan),CHIR_IDrecLUMCzwgJshOpMt-342763-GA4-Tier Oscar In,recLUMCzwgJshOpMt,non_duplicate
4-Tier Oscar Individual Plan Formulary (IL Health Plan),CHIR_IDrecksKr4Nx1H8i47y-342764-IL4-Tier Oscar In,recksKr4Nx1H8i47y,non_duplicate
4-Tier Oscar Individual Plan Formulary (IA Health Plan),CHIR_IDrecStELh0Fs1ogRD0-342765-IA4-Tier Oscar In,recStELh0Fs1ogRD0,non_duplicate
4-Tier Oscar Individual Plan Formulary (KS Health Plan),CHIR_IDrec7QhTfpbbw1f5nR-342766-KS4-Tier Oscar In,rec7QhTfpbbw1f5nR,non_duplicate
4-Tier Oscar Individual Plan Formulary (MI Health Plan),CHIR_IDrecAd3OdR4mMJTLU0-342767-MI4-Tier Oscar In,recAd3OdR4mMJTLU0,non_duplicate
4-Tier Oscar Individual Plan Formulary (MO Health Plan),CHIR_IDrec6u4FaUfgr4OFhq-342769-MO4-Tier Oscar In,rec6u4FaUfgr4OFhq,non_duplicate
4-Tier Oscar Individual Plan Formulary (NE Health Plan),CHIR_IDrecxVqNNL7jcmHCAi-342770-NE4-Tier Oscar In,recxVqNNL7jcmHCAi,non_duplicate
2024 Provider Manual: Florida State Supplement,CHIR_IDrecZNXN9NHX7FfHRK-344130-FL2024 Provider M,recZNXN9NHX7FfHRK,non_duplicate
2024 Provider Manual: Georgia State Supplement,CHIR_IDrecz53Kmd6qE1ep9o-344133-GA2024 Provider M,recz53Kmd6qE1ep9o,non_duplicate
2024 Provider Manual - HMO,CHIR_IDrechpE6tCmWUeCFVX-344135-IL2024 Provider M,rechpE6tCmWUeCFVX,non_duplicate
2025 Oscar HMO IL Provider Manual Supplement,CHIR_IDrecJHsuWFIsysC73g-344136-IL2025 Oscar HMO ,recJHsuWFIsysC73g,non_duplicate
2024 KS IFP Provider Manual Supplement,CHIR_IDreckm6droPUJC72tp-344146-KS2024 KS IFP Pro,reckm6droPUJC72tp,non_duplicate
2024 MI IFP Provider Manual Supplement,CHIR_IDrecpPAMON3xS46Xvh-344161-MI2024 MI IFP Pro,recpPAMON3xS46Xvh,non_duplicate
2024 MO IFP Provider Manual Supplement,CHIR_IDrecer17Ufjr5palFS-344166-MO2024 MO IFP Pro,recer17Ufjr5palFS,non_duplicate
2024 NY IFP/SG Provider Manual Supplement,CHIR_IDrecz2fojrElrX8ie5-344174-NY2024 NY IFP/SG ,recz2fojrElrX8ie5,non_duplicate
2024 OK IFP Provider Manual Supplement,CHIR_IDrecuykF9qx95MtvAT-344182-OK2024 OK IFP Pro,recuykF9qx95MtvAT,non_duplicate
Oscar IFP/SG Provider Manual,CHIR_IDrecEHWfq0ncHJk5Xj-344216-AROscar IFP/SG Pr,recEHWfq0ncHJk5Xj,non_duplicate
2024 TN IFP Provider Manual Supplement,CHIR_IDrec3Lg7UmcC2EdT3c-344217-TN2024 TN IFP Pro,rec3Lg7UmcC2EdT3c,non_duplicate
2025 TX IFP Provider Manual Supplement,CHIR_IDrecMNhk36UQsfI91h-344220-TX2025 TX IFP Pro,recMNhk36UQsfI91h,non_duplicate
"Diagnosis Code Requirement Policy, Professional and Facility (Commercial and Individual Exchange)",CHIR_IDrec9v9QOtUlLcouUE-344388-AKDiagnosis Code ,rec9v9QOtUlLcouUE,non_duplicate
"Acute Inpatient Authorization Requests (Commercial, Medicare Advantage)",CHIR_IDrece1dxPvMYb3GwPR-344492-ILAcute Inpatient,rece1dxPvMYb3GwPR,non_duplicate
Prior Authorizations and Case Management (Commercial),CHIR_IDrecqCh0BiqcP1bDj0-344521-TXPrior Authoriza,recqCh0BiqcP1bDj0,non_duplicate
Filing Claims (General Information) (Commercial),CHIR_IDrecKms8aXVjYig29g-344522-TXFiling Claims (,recKms8aXVjYig29g,non_duplicate
Filing Claims (Prompt Pay) (Commercial),CHIR_IDrecBFNNK0TePJsKSg-344523-TXFiling Claims (,recBFNNK0TePJsKSg,non_duplicate
Filing Claims (Claim Review Process) (Commercial),CHIR_IDrec8qAHjvjw2ehekW-344525-TXFiling Claims (,rec8qAHjvjw2ehekW,non_duplicate
BlueCard Provider Manual (CA),CHIR_IDrecAw9oZngvbDb5Id-344549-CABlueCard Provid,recAw9oZngvbDb5Id,non_duplicate
Anthem Blue Cross Facility Provider Manual (CA),CHIR_IDrectUvhhInRt85zYE-344550-CAAnthem Blue Cro,rectUvhhInRt85zYE,non_duplicate
Anthem Blue Cross HMO Provider Manual (CA),CHIR_IDrecwXtIUL98olpwrx-344551-CAAnthem Blue Cro,recwXtIUL98olpwrx,non_duplicate
Anthem Blue Cross Professional Provider Manual (CA),CHIR_IDreclbXRcaqAXmI7Oo-344552-CAAnthem Blue Cro,reclbXRcaqAXmI7Oo,non_duplicate
Anthem CME Operations Manual (CA),CHIR_IDrecG1tNhOxK7pNsb3-344553-CAAnthem CME Oper,recG1tNhOxK7pNsb3,non_duplicate
Medicare Advantage Provider Manual (CA),CHIR_IDrec5ejdBuGKIAJNCq-344554-CAMedicare Advant,rec5ejdBuGKIAJNCq,non_duplicate
Member Grievance Form (CA),CHIR_IDrec7JPKaY8qNo185L-344555-CAMember Grievanc,rec7JPKaY8qNo185L,non_duplicate
BlueCard Provider Manual (Non-CA),CHIR_IDrecb7OWD1IvsJ7xLt-344556-COBlueCard Provid,recb7OWD1IvsJ7xLt,non_duplicate
Anthem Blue Cross and Blue Shield Provider Manual (Kentucky),CHIR_IDrecSjJXsDen9Vy51U-344559-KYAnthem Blue Cro,recSjJXsDen9Vy51U,non_duplicate
Virginia (Facility),CHIR_IDrecZaZTt1b765qh9K-344582-VAVirginia (Facil,recZaZTt1b765qh9K,non_duplicate
Colorado Prior Authorization Form,CHIR_IDrecH5NkiFDN55pM7J-344584-COColorado Prior ,recH5NkiFDN55pM7J,non_duplicate
BlueCard Provider Manual (NY),CHIR_IDrecXGzk9pgCqJMf2x-344585-NYBlueCard Provid,recXGzk9pgCqJMf2x,non_duplicate
Prescription Drug Claim,CHIR_IDrecrUbGAw82CVOBCY-344638-FLPrescription Dr,recrUbGAw82CVOBCY,non_duplicate
Virtual Visits,CHIR_IDrecbWscUBUNXHouel-344642-FLVirtual Visits,recbWscUBUNXHouel,non_duplicate
Supplies,CHIR_IDrecAYMDgviwrWOi13-344643-FLSupplies,recAYMDgviwrWOi13,non_duplicate
KPCO Commercial and Medicare Guidelines (CO),CHIR_IDrecBhIAvNxSx0V9I3-344743-COKPCO Commercial,recBhIAvNxSx0V9I3,non_duplicate
PKCO Commercial Prior Authorization List (CO),CHIR_IDrecQA5FSET0ejnid4-344745-COPKCO Commercial,recQA5FSET0ejnid4,non_duplicate
KPCO Authorization Requirements Apria National Ordering Guide,CHIR_IDrecoa36La8g9NJpF0-344747-COKPCO Authorizat,recoa36La8g9NJpF0,non_duplicate
Medications Prior Authorization List,CHIR_IDrecyeyUPbDvd5vw35-344748-COMedications Pri,recyeyUPbDvd5vw35,non_duplicate
General Colorado Prior Authorization Form,CHIR_IDrecP6mxjHtxGGqLpf-344750-COGeneral Colorad,recP6mxjHtxGGqLpf,non_duplicate
Self-funded Utilization Management Provider Manual,CHIR_IDrecETCrdip6NfGWpE-344752-COSelf-funded Uti,recETCrdip6NfGWpE,non_duplicate
Kaiser Permanente Medical Care Program,CHIR_IDrecQZLFB6r5MM1flx-344753-COKaiser Permanen,recQZLFB6r5MM1flx,non_duplicate
Member Eligibility and Benefits Determination,CHIR_IDreca55lC1vo5a2oHg-344754-COMember Eligibil,reca55lC1vo5a2oHg,non_duplicate
Billing and Payment (Kaiser Permanente Colorado Provider Manual),CHIR_IDrecBigE3sXjvhhwT5-344756-COBilling and Pay,recBigE3sXjvhhwT5,non_duplicate
Provider Rights and Responsibilities (Kaiser Permanente Colorado Provider Manual),CHIR_IDrecmQZoBnBmGYLxM9-344757-COProvider Rights,recmQZoBnBmGYLxM9,non_duplicate
Member Rights and Responsibilities (Kaiser Permanente Colorado Provider Manual),CHIR_IDrecJpVcaIuyoQbQvX-344758-COMember Rights a,recJpVcaIuyoQbQvX,non_duplicate
Quality Oversight and Improvement (Kaiser Permanente Colorado Affiliate Provider and Practitioner Manual),CHIR_IDrecOHPRsl2LVObDq0-344759-COQuality Oversig,recOHPRsl2LVObDq0,non_duplicate
Compliance (Kaiser Permanente Colorado Provider Manual),CHIR_IDrecjV0dWgSVQRvTXv-344760-COCompliance (Kai,recjV0dWgSVQRvTXv,non_duplicate
Utilization Management (HMO) (CA Northern),CHIR_IDrecXHGsnCrjzO3xVQ-344763-CAUtilization Man,recXHGsnCrjzO3xVQ,non_duplicate
Utilization Management (Self-funded) (CA Northern),CHIR_IDrecUisqDQeWghebEM-344764-CAUtilization Man,recUisqDQeWghebEM,non_duplicate
Outside Referral Department (Provider Reference Guide) (CA Southern),CHIR_IDrecxz0bDI0WpMPry4-344765-CAOutside Referra,recxz0bDI0WpMPry4,non_duplicate
"General Prior Authorization Form (Northwest Regional Center) (OR, WA Commercial)",CHIR_IDrecUXt4Cprkt6sSpk-344793-ORGeneral Prior A,recUXt4Cprkt6sSpk,non_duplicate
"New Added Choice Authorization Request Form (OR, WA Commercial)",CHIR_IDrecRPMbjT2Pv0qBTx-344794-ORNew Added Choic,recRPMbjT2Pv0qBTx,non_duplicate
"Acute Care Hospital Timely Notification Policy (OR, WA Commercial)",CHIR_IDrecNClnu5NgSkgu8I-344795-ORAcute Care Hosp,recNClnu5NgSkgu8I,non_duplicate
"Authorization For Medical Care Form (OR, WA Commercial)",CHIR_IDrecOwXofr2OUnpFOq-344796-ORAuthorization F,recOwXofr2OUnpFOq,non_duplicate
"Service and Revenue Codes Requiring Prior Authorization (OR, WA Commercial)",CHIR_IDrecYAVdYZs1Ckvn6I-344797-ORService and Rev,recYAVdYZs1Ckvn6I,non_duplicate
Disputes and Appeals Overview,CHIR_IDrec0tCi8NCNGtasNa-344822-AKDisputes and Ap,rec0tCi8NCNGtasNa,non_duplicate
Blue Choice PPO and Blue High Performance Network (BlueHPN) Authorization Process,CHIR_IDrecFsZtAU27VN6hDU-344879-TXBlue Choice PPO,recFsZtAU27VN6hDU,non_duplicate
"Tzield (WA, OR Commercial, Medicare)","CHIR_IDrecqwLZ9rHLBm3Flz-344928-ORTzield (WA, OR ",recqwLZ9rHLBm3Flz,non_duplicate
"Authorization Process (Blue Essentials, Blue Advantage HMO, Blue Premier and MyBlue Health)",CHIR_IDrecZAEJJhGKYm4DS9-345088-TXAuthorization P,recZAEJJhGKYm4DS9,non_duplicate
"Prior Authorization and Case Management (Blue Essentials, Blue Advantage HMO, Blue Premier and MyBlue Health)",CHIR_IDrecS5MFAhTr79Pfcj-345089-TXPrior Authoriza,recS5MFAhTr79Pfcj,non_duplicate
"General Information about Filing Claims (Blue Essentials, Blue Advantage HMO, Blue Premier and MyBlue Health)",CHIR_IDrecjGowDhvsidehyw-345090-TXGeneral Informa,recjGowDhvsidehyw,non_duplicate
"General Information (Filing Claims Prompt Pay) (Blue Essentials, Blue Advantage HMO, Blue Premier and MyBlue Health)",CHIR_IDrecDUCrbXvHxW1wP6-345091-TXGeneral Informa,recDUCrbXvHxW1wP6,non_duplicate
"Claim Review Process (Blue Essentials, Blue Advantage HMO, Blue Premier and MyBlue Health)",CHIR_IDrecMQtT4vLUBlyb3D-345092-TXClaim Review Pr,recMQtT4vLUBlyb3D,non_duplicate
Benefit Summary (BlueDental Choice Q Plan for Children),CHIR_IDreciX9Rl4ZbvogwYg-345121-FLBenefit Summary,reciX9Rl4ZbvogwYg,non_duplicate
Benefit Summary (BlueDental Copayment Q Plan for Children),CHIR_IDrecN4AGxnCAuTj8nE-345122-FLBenefit Summary,recN4AGxnCAuTj8nE,non_duplicate
Contract Request Form,CHIR_IDrecWyf3uNn7Yhm36E-345123-FLContract Reques,recWyf3uNn7Yhm36E,non_duplicate
Copayment Schedule (BlueDental Care (Individual Plan FI315)),CHIR_IDrecHrStoUYEBtvzmV-345124-FLCopayment Sched,recHrStoUYEBtvzmV,non_duplicate
B-Status Codes,CHIR_IDrecFEUAqPVg5OV6ne-345125-FLB-Status Codes,recFEUAqPVg5OV6ne,non_duplicate
Copayment Schedule (Adult 2024),CHIR_IDrecQIjNImYPkPz0ad-345126-FLCopayment Sched,recQIjNImYPkPz0ad,non_duplicate
Benefit Summary (BlueDental Care FI315 Plan),CHIR_IDrecC1fNhaxD5CblyE-345127-FLBenefit Summary,recC1fNhaxD5CblyE,non_duplicate
Benefit Summary (BlueDental Choice QF Plan),CHIR_IDrecgtj6iVS37zm1HI-345128-FLBenefit Summary,recgtj6iVS37zm1HI,non_duplicate
Dental Claim Form,CHIR_IDrecmuVRTarvaHaPtp-345129-FLDental Claim Fo,recmuVRTarvaHaPtp,non_duplicate
SGLT Inhibitors (Commercial),CHIR_IDrecJ7RGb1DRDoKqNE-345509-ILSGLT Inhibitors,recJ7RGb1DRDoKqNE,cross_state_duplicate
SGLT Inhibitors (Commercial),CHIR_IDrecXvaV4kkazxrjgr-345509-TXSGLT Inhibitors,recXvaV4kkazxrjgr,cross_state_duplicate
Affordable Care Act (ACA) Copay Waiver Form,CHIR_IDrecuh514pfHdVTERl-345857-ILAffordable Care,recuh514pfHdVTERl,cross_state_duplicate
Affordable Care Act (ACA) Copay Waiver Form,CHIR_IDrecuCAnod8yAC0HhW-345857-TXAffordable Care,recuCAnod8yAC0HhW,cross_state_duplicate
Affordable Care Act (ACA) Program Summary,CHIR_IDrecsLFGu7Sqw9mo3j-345865-ILAffordable Care,recsLFGu7Sqw9mo3j,cross_state_duplicate
Affordable Care Act (ACA) Program Summary,CHIR_IDrecpDd1r8Tzh9cMqs-345865-TXAffordable Care,recpDd1r8Tzh9cMqs,cross_state_duplicate
Specialty Medication Administration Site of Care (Commercial),CHIR_IDrecXjbllu75HdZG8Z-345905-ILSpecialty Medic,recXjbllu75HdZG8Z,cross_state_duplicate
Specialty Medication Administration Site of Care (Commercial),CHIR_IDrec3U7DTRVsBSeCo3-345905-TXSpecialty Medic,rec3U7DTRVsBSeCo3,cross_state_duplicate
"Insulin Delivery Devices (CeQur Simplicity, InPen)",CHIR_IDrecTIzxsDHpVqtNPR-346239-AKInsulin Deliver,recTIzxsDHpVqtNPR,non_duplicate
Cigna Commercial Provider News,CHIR_IDrecRpFXqc3HNAWkPH-346261-AKCigna Commercia,recRpFXqc3HNAWkPH,non_duplicate
Continuity of Care Procedure (Commercial),CHIR_IDrecy0sIyqAX2AyNQE-347784-ILContinuity of C,recy0sIyqAX2AyNQE,non_duplicate
Support Services Information,CHIR_IDrecdlmZuOm3DsC4Rp-348409-TXSupport Service,recdlmZuOm3DsC4Rp,non_duplicate
Network and ID Cards Information,CHIR_IDreciHYi7Q3HgoBUjp-348410-TXNetwork and ID ,reciHYi7Q3HgoBUjp,non_duplicate
Eligibility and Benefits Information,CHIR_IDrec6WHvCg95Hla4TS-348421-TXEligibility and,rec6WHvCg95Hla4TS,non_duplicate
Roles and Responsibilities Information,CHIR_IDrec4OPKLY8ZzoMhlt-348422-TXRoles and Respo,rec4OPKLY8ZzoMhlt,non_duplicate
Outpatient Lab and Radiology Guidelines,CHIR_IDrecZrTY09Ho0YgWyx-348423-TXOutpatient Lab ,recZrTY09Ho0YgWyx,non_duplicate
Credentialing Information,CHIR_IDrec179smkyT1T6rVr-348426-TXCredentialing I,rec179smkyT1T6rVr,non_duplicate
Referral Notification Program,CHIR_IDrecWEZP6nYSx6tG4X-348427-TXReferral Notifi,recWEZP6nYSx6tG4X,non_duplicate
Electronic Filing Information,CHIR_IDrecOG8ut1i9nvJe6l-348429-TXElectronic Fili,recOG8ut1i9nvJe6l,non_duplicate
Facility Services Information,CHIR_IDrecGrbxNGCGguRxVE-348475-TXFacility Servic,recGrbxNGCGguRxVE,non_duplicate
Pharmacy Information,CHIR_IDrecE0WZKxOcyJ6j9V-348476-TXPharmacy Inform,recE0WZKxOcyJ6j9V,non_duplicate
Federal Employee Program (FEP) Information,CHIR_IDrec0WtTu7gppid5rQ-348477-TXFederal Employe,rec0WtTu7gppid5rQ,non_duplicate
Behavioral Health Services Information,CHIR_IDreciCFQjRSp3qfZ5Z-348478-TXBehavioral Heal,reciCFQjRSp3qfZ5Z,non_duplicate
Quality Improvement Program,CHIR_IDreceHkTgrhofSMNW0-348479-TXQuality Improve,receHkTgrhofSMNW0,non_duplicate
Disease Management Programs,CHIR_IDrecVKc9athHiRB0cc-348480-TXDisease Managem,recVKc9athHiRB0cc,non_duplicate
Blue Plan Distinction Program,CHIR_IDrec5Zzha8EnRJ2M8T-348484-TXBlue Plan Disti,rec5Zzha8EnRJ2M8T,non_duplicate
Hospital Acquired Conditions/Serious Reportable Events Information,CHIR_IDrecWGKAbFKhHkcd6h-348485-TXHospital Acquir,recWGKAbFKhHkcd6h,non_duplicate
Out of Network Request,CHIR_IDrecB8DvuJZdacvACs-348492-AKOut of Network ,recB8DvuJZdacvACs,non_duplicate
"PA Guidelines (MedImpact) (OR, WA Commercial)",CHIR_IDrecMCmMfoCtfb7ULJ-348963-ORPA Guidelines (,recMCmMfoCtfb7ULJ,non_duplicate
"Zituvimet (WA, OR Commercial, Medicare)","CHIR_IDrecARG6jJznaJhsV9-349294-ORZituvimet (WA, ",recARG6jJznaJhsV9,non_duplicate
"Zituvio (WA, OR Commercial, Medicare)","CHIR_IDrecJHJo4jRbKgfGO6-349295-ORZituvio (WA, OR",recJHJo4jRbKgfGO6,non_duplicate
"Home Health Services Policy, Professional (Commercial, Individual Exchange)",CHIR_IDrecWJeqIJ7YIxkMmG-349678-AKHome Health Ser,recWJeqIJ7YIxkMmG,non_duplicate
Quantity Limit Exception Criteria,CHIR_IDrecmyWYcJQIohruqR-349823-ARQuantity Limit ,recmyWYcJQIohruqR,non_duplicate
Modifier 22 Increased Procedural Services,CHIR_IDrectXNNWtZcpAvlhs-350003-AKModifier 22 Inc,rectXNNWtZcpAvlhs,non_duplicate
Standard Opt-Out Formulary Exclusions Drug List,CHIR_IDrecJozurOmBVeHyKs-350128-AKStandard Opt-Ou,recJozurOmBVeHyKs,non_duplicate
"Weight Loss Agents (Saxenda, Wegovy, Zepbound) (Commercial)",CHIR_IDrecPK2njxt9XktPtz-350381-AKWeight Loss Age,recPK2njxt9XktPtz,non_duplicate
Prior Authorization/Step Therapy Drug Program List,CHIR_IDrecAVxvH3TbmrFRzS-350553-TXPrior Authoriza,recAVxvH3TbmrFRzS,non_duplicate
Surest Health Plans Prior Authorization Requirements,CHIR_IDrecZIyhb7L8Gl3eGX-351177-AKSurest Health P,recZIyhb7L8Gl3eGX,non_duplicate
Advance Prior Authorization Requirements for Neighborhood Health Partnership,CHIR_IDrecY1pmJXioV8jylN-351178-FLAdvance Prior A,recY1pmJXioV8jylN,non_duplicate
Prior Authorization Requirements (Oxford Health Plans),CHIR_IDrecsXhMaLXYyncqlD-351181-CTPrior Authoriza,recsXhMaLXYyncqlD,non_duplicate
