Document Title,Policy subpart,uuid_formula,airtable_uuid,Implanted_Type,CGM_count
Uniform Pharmacy Prior Authorization (CO),,CHIR_IDrechoQjwqnrs0K2a0-352333-COUniform Pharmac,rechoQjwqnrs0K2a0,no devices,0
High Risk Medications (HRM Long List),,CHIR_IDrecckCWcmbQYYaX4U-353977-AKHigh Risk Medic,recckCWcmbQYYaX4U,no devices,0
"Bydureon BCise, Byetta",,"CHIR_IDrecaQjnLnerkUBkyR-354519-AKBydureon BCise,",recaQjnLnerkUBkyR,no devices,0
Mounjaro,,CHIR_IDrecxUHzEvqE7ChkOc-354520-AKMounjaro,recxUHzEvqE7ChkOc,no devices,0
Ozempic,,CHIR_IDrecvTDkppHTe211tn-354521-AKOzempic,recvTDkppHTe211tn,no devices,0
Rybelsus,,CHIR_IDrecf37e5PdiezJlxj-354522-AKRybelsus,recf37e5PdiezJlxj,no devices,0
Trulicity,,CHIR_IDrecTrFZBvqxjm5o0z-354523-AKTrulicity,recTrFZBvqxjm5o0z,no devices,0
Victoza,,CHIR_IDrecV2RGzLWG126RFP-354525-AKVictoza,recV2RGzLWG126RFP,no devices,0
"Advanced Practice Health Care Providers (Commercial, Medicare)",,CHIR_IDrecX5ernLV4SGf8sr-354974-WAAdvanced Practi,recX5ernLV4SGf8sr,no devices,0
Add-on Codes (Commercial),,CHIR_IDrec5dL51y8Z8rzgnH-355594-ARAdd-on Codes (C,rec5dL51y8Z8rzgnH,no devices,0
Anesthesia (Commercial),,CHIR_IDrecqHz3ekxw9zOs9Z-355595-ARAnesthesia (Com,recqHz3ekxw9zOs9Z,no devices,0
Bilateral Procedures (Commercial),,CHIR_IDrecFyM7jv6AsvRyzP-355597-ARBilateral Proce,recFyM7jv6AsvRyzP,no devices,0
Bundled Services (Commercial),,CHIR_IDrecaiq5qnJrddA1Uj-355598-ARBundled Service,recaiq5qnJrddA1Uj,no devices,0
Correct Coding Guidelines (Commercial),,CHIR_IDrecn1f3M4AT1WbaTD-355599-ARCorrect Coding ,recn1f3M4AT1WbaTD,no devices,0
Durable Medical Equipment (Commercial),,CHIR_IDrecdDv30J2hlZB6XO-355603-ARDurable Medical,recdDv30J2hlZB6XO,no devices,0
Emergent Admissions (Commercial),,CHIR_IDrecVpwNt2kWA7mxYI-355604-AREmergent Admiss,recVpwNt2kWA7mxYI,no devices,0
Evaluation and Management Services (Commercial),,CHIR_IDrecDwHD9sDHJjoRJU-355606-AREvaluation and ,recDwHD9sDHJjoRJU,no devices,0
Hospital Based Clinics (Commercial),,CHIR_IDrec2ixA0u5o5O9jgV-355607-ARHospital Based ,rec2ixA0u5o5O9jgV,no devices,0
Immunization Guidelines (Commercial),,CHIR_IDrecda0MsW7AN7mWj8-355609-ARImmunization Gu,recda0MsW7AN7mWj8,no devices,0
In-Office Laboratory Testing & Procedures (Commercial),,CHIR_IDrecZ6bkkuAzoMop4C-355610-ARIn-Office Labor,recZ6bkkuAzoMop4C,no devices,0
Independent Review Process Application (New York),,CHIR_IDrecczRlJ4WU0Ud1PH-355611-NYIndependent Rev,recczRlJ4WU0Ud1PH,no devices,0
Laboratory Testing (Commercial),,CHIR_IDrecwrhwvceIIZaHAb-355613-ARLaboratory Test,recwrhwvceIIZaHAb,no devices,0
"Medically Unlikely, Mutually Exclusive, and Component Procedures (Commercial)",,CHIR_IDrecuh1ssH5gaddUsr-355614-ARMedically Unlik,recuh1ssH5gaddUsr,no devices,0
Mid-level Providers (Commercial),,CHIR_IDreccIIhRCDNEd99zD-355615-ARMid-level Provi,reccIIhRCDNEd99zD,no devices,0
Modifier Guidelines (Commercial),,CHIR_IDrec9hnT9aYsOttazc-355616-ARModifier Guidel,rec9hnT9aYsOttazc,no devices,0
Multiple Procedures (Commercial),,CHIR_IDrec2j5qUwZRz7FIqR-355617-ARMultiple Proced,rec2j5qUwZRz7FIqR,no devices,0
National Drug Code (NDC) (Commercial),,CHIR_IDreck6Hg9ZFy9BjZaG-355618-ARNational Drug C,reck6Hg9ZFy9BjZaG,no devices,0
Never Events (Commercial),,CHIR_IDreczGgjNjEBZVKivD-355619-ARNever Events (C,reczGgjNjEBZVKivD,no devices,0
Non-Reimbursable Services (Commercial),,CHIR_IDrec4WScCbENRuMmvK-355620-ARNon-Reimbursabl,rec4WScCbENRuMmvK,no devices,0
Observation Stays (Commercial),,CHIR_IDrecUGEBk2rNk9E2aH-355621-ARObservation Sta,recUGEBk2rNk9E2aH,no devices,0
Obstetrical Care Bundling (Commercial),,CHIR_IDrec3E1kekLPfKwUNc-355622-ARObstetrical Car,rec3E1kekLPfKwUNc,no devices,0
Radiology (Commercial),,CHIR_IDrec6IbGhAwWdBBobe-355623-ARRadiology (Comm,rec6IbGhAwWdBBobe,no devices,0
Readmissions (Commercial),,CHIR_IDrecD76UHNjDWSniZE-355624-ARReadmissions (C,recD76UHNjDWSniZE,no devices,0
"Routine Services, Supplies, and Equipment (Commercial)",,CHIR_IDrecslvrDTapAIgqcV-355625-ARRoutine Service,recslvrDTapAIgqcV,no devices,0
Services Delivered via Telemedicine (Commercial),,CHIR_IDrecWXFlnuad3dsfdx-355626-ARServices Delive,recWXFlnuad3dsfdx,no devices,0
Services Incidental to Admission (Commercial),,CHIR_IDrecFxH6OHw1QfnCoZ-355627-ARServices Incide,recFxH6OHw1QfnCoZ,no devices,0
Technicals Denials (Commercial),,CHIR_IDrecTxRFLvFFDS1P41-355629-ARTechnicals Deni,recTxRFLvFFDS1P41,no devices,0
Transfers (Commercial),,CHIR_IDrecFQhlvDrlZJh9ik-355630-ARTransfers (Comm,recFQhlvDrlZJh9ik,no devices,0
Unlisted and Unspecified Procedures (Commercial),,CHIR_IDrecDI72ol7PPq7dCc-355631-ARUnlisted and Un,recDI72ol7PPq7dCc,no devices,0
Lab Management Code List (eviCore),,CHIR_IDrecKdlDhd3VLwcbWl-355983-AKLab Management ,recKdlDhd3VLwcbWl,no devices,0
National/Preferred 3-Tier Split Drug List (ABCBS),,CHIR_IDrecSzlAA7OPcHK5ez-356484-CONational/Prefer,recSzlAA7OPcHK5ez,both implanted and non-implanted,10
Glucagon-Like Peptide-1 Agonists (Employer Plans),,CHIR_IDrecPOiZr8kzvIjafd-357600-AKGlucagon-Like P,recPOiZr8kzvIjafd,no devices,0
Drugs Requiring Medical Necessity Review,,CHIR_IDrecfcGdq1uSrz4H9Q-357601-AKDrugs Requiring,recfcGdq1uSrz4H9Q,no devices,0
Cardiac Omnibus Codes,,CHIR_IDrecaBmvSf80yGJSqN-357740-AKCardiac Omnibus,recaBmvSf80yGJSqN,no devices,0
"Durable Medical Equipment, Orthotics, Medical Supplies and Repairs/Replacements (Commercial, Individual Exchange)",,CHIR_IDrecEptIh2ejflnYCc-359069-AKDurable Medical,recEptIh2ejflnYCc,no devices,0
Individual and Family Plans Diabetic Supply List (Health Plan),,CHIR_IDrecucZNkBkZCgYUFJ-359363-ALIndividual and ,recucZNkBkZCgYUFJ,non-implanted only,7
Indiana Prescription Drug List (Health Plan),,CHIR_IDrec9NQl5xGDHs0pSY-359377-INIndiana Prescri,rec9NQl5xGDHs0pSY,non-implanted only,4
Iowa Prescription Drug List (Health Plan),,CHIR_IDrecg6ToI2JzxCj7LP-359381-IAIowa Prescripti,recg6ToI2JzxCj7LP,non-implanted only,4
Nebraska Prescription Drug List (Health Plan),,CHIR_IDrecHNVomQT8wkozJk-359382-NENebraska Prescr,recHNVomQT8wkozJk,non-implanted only,4
Wyoming Prescription Drug List (Health Plan),,CHIR_IDrecpOz7E965U0Xae1-359385-WYWyoming Prescri,recpOz7E965U0Xae1,non-implanted only,4
Postal Service Health Benefits (PSHB) Drug Formulary (GA),,CHIR_IDrecTEDlCdn19F23DL-359818-GAPostal Service ,recTEDlCdn19F23DL,no devices,0
Postal Service Health Benefits (PSHB) Drug Formulary (GA),,CHIR_IDrecTb7vnuVpt6gt28-359818-GAPostal Service ,recTb7vnuVpt6gt28,no devices,0
Postal Service Health Benefits (PSHB) Drug Formulary (GA),,CHIR_IDrecjwU1hi9yY55Jbl-359818-GAPostal Service ,recjwU1hi9yY55Jbl,no devices,0
"Postal Service Health Benefits (PSHB) Drug Formulary (Maryland, Virginia, and District of Columbia Region)",,CHIR_IDrecGwzfSWwCiRr3iG-359820-DCPostal Service ,recGwzfSWwCiRr3iG,no devices,0
"Postal Service Health Benefits (PSHB) Drug Formulary (Maryland, Virginia, and District of Columbia Region)",,CHIR_IDrecYH7pUSRVZSJ7Yt-359820-DCPostal Service ,recYH7pUSRVZSJ7Yt,no devices,0
"Postal Service Health Benefits (PSHB) Drug Formulary (Maryland, Virginia, and District of Columbia Region)",,CHIR_IDrecnOUoQWdNvkWjer-359820-DCPostal Service ,recnOUoQWdNvkWjer,no devices,0
Laboratory Billing and Reimbursement (eviCore),,CHIR_IDrecYQ8A7w8GQzHUYp-360499-AKLaboratory Bill,recYQ8A7w8GQzHUYp,no devices,0
Glucagon-Like Peptide-1 Agonists (Individual and Family Plans),,CHIR_IDrecmXw7ibtWRCcbwV-361092-AKGlucagon-Like P,recmXw7ibtWRCcbwV,no devices,0
Symlin (Individual and Family Plans),,CHIR_IDrecONvw0O0CsMIa9I-361093-AKSymlin (Individ,recONvw0O0CsMIa9I,no devices,0
Saxenda (Non-Medicare),,CHIR_IDrectr0VUQxtuvPo0r-361196-AKSaxenda (Non-Me,rectr0VUQxtuvPo0r,no devices,0
2025 Surest Advantage 3-Tier Prescription Drug List,,CHIR_IDrec0C0Rk84nc7DLHB-361532-CA2025 Surest Adv,rec0C0Rk84nc7DLHB,non-implanted only,7
Diabetes (Glucagon-Like Peptide-1 Agonists) (Per Days),,CHIR_IDrecWk6ePvsS8agMTb-361734-AKDiabetes (Gluca,recWk6ePvsS8agMTb,no devices,0
Laboratory Testing Services (Commercial),,CHIR_IDrecvnxoscLEmiy9D4-361742-AKLaboratory Test,recvnxoscLEmiy9D4,no devices,0
Glucagon-Like Peptide-1 Agonists (Benefit Exclusion Overrides Policy),,CHIR_IDrecnr8qAHSWyaDdh1-363138-AKGlucagon-Like P,recnr8qAHSWyaDdh1,no devices,0
NJ Provider Form,,CHIR_IDrecN7XBzy6OKmiPII-36334-NJNJ Provider For,recN7XBzy6OKmiPII,no devices,0
Clinical CriteriaÂ Â (Indiana),,CHIR_IDrecmf7SfkiBrvZKhL-363539-INClinical Criter,recmf7SfkiBrvZKhL,non-implanted only,1
Clinical CriteriaÂ Â (Iowa),,CHIR_IDreczuAmOcMGgzJGc0-363540-IAClinical Criter,reczuAmOcMGgzJGc0,non-implanted only,1
Clinical Criteria (Nebraska),,CHIR_IDrecZeeNbT8b7zip1G-363541-NEClinical Criter,recZeeNbT8b7zip1G,non-implanted only,1
Modifier 50,,CHIR_IDrecfH4RUW3UqNaxtL-363952-AKModifier 50,recfH4RUW3UqNaxtL,no devices,0
Telemedicine and Direct Patient Contact Payment,,CHIR_IDreccUZtnD67Ldu5eY-365365-AKTelemedicine an,reccUZtnD67Ldu5eY,no devices,0
Virtual Care,,CHIR_IDrecymkpplyaYW16QQ-365366-AKVirtual Care,recymkpplyaYW16QQ,no devices,0
Contract Management Firms Confidentiality Agreement Procedure (Commercial),,CHIR_IDrec40yzcu1kVZDgMP-365386-ILContract Manage,rec40yzcu1kVZDgMP,no devices,0
Continuous Glucose Monitor (Commercial),,CHIR_IDreclZ25c2VECU785X-365451-ILContinuous Gluc,reclZ25c2VECU785X,non-implanted only,5
Serious Mental Illness Step Therapy Exception (CO Commercial),,CHIR_IDrec4yHXuHx1UZ8l6R-365684-COSerious Mental ,rec4yHXuHx1UZ8l6R,no devices,0
Behavioral Lack of Information (Commercial),,CHIR_IDrecnIzmlb4jAPn1MJ-365771-AKBehavioral Lack,recnIzmlb4jAPn1MJ,no devices,0
Continuity of Care Service Requests (Commercial),,CHIR_IDrec1U0bmtmIA0Se9X-365773-AKContinuity of C,rec1U0bmtmIA0Se9X,no devices,0
"Master PA Criteria (POS, PPO, OOA)",,CHIR_IDrecFdxmj60bp2uLU8-366533-CAMaster PA Crite,recFdxmj60bp2uLU8,both implanted and non-implanted,4
"Glucagon-Like Peptide-1 Agonists (Saxenda, Wegovy, Zepbound) (Benefit Exclusion Overrides Policy) (EncircleRx)",,CHIR_IDrecNmeecGNxDYvvb2-366888-AKGlucagon-Like P,recNmeecGNxDYvvb2,no devices,0
Diabetes Mellitus Testing,,CHIR_IDrec6gIvsSUS0rzX2j-367260-TXDiabetes Mellit,rec6gIvsSUS0rzX2j,no devices,0
Multiple Surgeons,,CHIR_IDrecZdubtAXaqNYRVw-368091-ARMultiple Surgeo,recZdubtAXaqNYRVw,no devices,0
Clinical Criteria (Wyoming),,CHIR_IDrecEd3jIe2a6tcnXt-368500-WYClinical Criter,recEd3jIe2a6tcnXt,non-implanted only,1
Guideline Definitions (eviCore),,CHIR_IDrecd5ykbw7owBsIzP-368858-AKGuideline Defin,recd5ykbw7owBsIzP,no devices,0
Utilization Management,,CHIR_IDrecttNUbT3nnD5rqA-369307-WAUtilization Man,recttNUbT3nnD5rqA,no devices,0
Member Eligibility Benefits- PPO,,CHIR_IDrec4D5BLYbcAHUzug-369340-COMember Eligibil,rec4D5BLYbcAHUzug,no devices,0
Utilization Management- PPO,,CHIR_IDrecn9pGb1JKXPUbRX-369346-COUtilization Man,recn9pGb1JKXPUbRX,no devices,0
Billing and Payment- PPO,,CHIR_IDrecKHlR91yIZVg91s-369347-COBilling and Pay,recKHlR91yIZVg91s,no devices,0
Provider Rights and Responsibilities- PPO,,CHIR_IDrecvPs8um4y4CoQN9-369348-COProvider Rights,recvPs8um4y4CoQN9,no devices,0
Member Rights and Responsibilities- PPO,,CHIR_IDreczENQbQmtaQhc86-369349-COMember Rights a,reczENQbQmtaQhc86,no devices,0
Quality Oversight and Improvement- PPO,,CHIR_IDreczoS3RlwkVVsLfR-369350-COQuality Oversig,reczoS3RlwkVVsLfR,no devices,0
Compliance- PPO,,CHIR_IDreclWDDoxHf2CgXqw-369351-COCompliance- PPO,reclWDDoxHf2CgXqw,no devices,0
Introduction and Key Contacts- PPO,,CHIR_IDrecKd3unEu7MkQbps-369352-COIntroduction an,recKd3unEu7MkQbps,no devices,0
Non-Contracted Provider Request for Authorization - Fax Form (WA Commercial),,CHIR_IDrechG3HZ3wHErHJSM-370809-WANon-Contracted ,rechG3HZ3wHErHJSM,no devices,0
Blue Shield Performance Drug Formulary (Health Plan),,CHIR_IDrecSsRmQCXeuWPfsc-371030-AKBlue Shield Per,recSsRmQCXeuWPfsc,non-implanted only,2
"Glucagon-Like Peptide-1 Agonists (Saxenda, Wegovy, Zepbound) (Benefit Exclusion Overrides Policy)",,CHIR_IDrecsKtxfk0ZbQneTD-371202-AKGlucagon-Like P,recsKtxfk0ZbQneTD,no devices,0
Provider Manual Chapter 8: Claims,,CHIR_IDrecCPPhOKCMTaf3Pm-371463-MDProvider Manual,recCPPhOKCMTaf3Pm,no devices,0
Provider Manual Chapter 9: Utilization Management & Authorization,,CHIR_IDrecIgQTsZZZAQ2GX1-371464-MDProvider Manual,recIgQTsZZZAQ2GX1,no devices,0
DRG Readmission (Commercial),,CHIR_IDreclnwd2UuC2emlyJ-371553-AKDRG Readmission,reclnwd2UuC2emlyJ,no devices,0
Provider Manual (Contracted Institutional Providers HMO),,CHIR_IDrecsLTu6JdXW33ILt-371599-CAProvider Manual,recsLTu6JdXW33ILt,no devices,0
Provider Manual (Contracted Institutional Providers Self-Funded),,CHIR_IDrecL3GRHNTWBq3mAW-371601-CAProvider Manual,recL3GRHNTWBq3mAW,no devices,0
Quality Improvement Program (Provider Manual),,CHIR_IDrecb78ocw9ZHlBwtF-372098-NVQuality Improve,recb78ocw9ZHlBwtF,no devices,0
Insulin Pump (WA Commercial),,CHIR_IDrecnRA4EvCxDZXrN9-37217-WAInsulin Pump (W,recnRA4EvCxDZXrN9,no devices,0
Transition of Authorization (TN),,CHIR_IDrecOc9cCvvLxTlSzj-372263-TNTransition of A,recOc9cCvvLxTlSzj,no devices,0
Transition of Authorization (TN Surest),,CHIR_IDrec6oj8M7wfTVBECQ-372264-TNTransition of A,rec6oj8M7wfTVBECQ,no devices,0
Claim Denials,,CHIR_IDreczjCH1G7NEG29cu-372482-AKClaim Denials,reczjCH1G7NEG29cu,no devices,0
"Fraud, Waste and Abuse",,"CHIR_IDrecpbxbDn6uQr8SJj-372483-AKFraud, Waste an",recpbxbDn6uQr8SJj,no devices,0
Transition to or from a Group Benefit Plan Serviced by Behavioral Health,,CHIR_IDreceDHLD0ZiLdxXEx-372484-AKTransition to o,receDHLD0ZiLdxXEx,no devices,0
Essential Direct 3-Tier Drug List (NY),,CHIR_IDrec8la25KOQ5lDgF7-372908-NYEssential Direc,rec8la25KOQ5lDgF7,non-implanted only,6
Essential Direct 4-Tier Drug List (NY),,CHIR_IDrecLh45Ho7lm5y7IL-372915-NYEssential Direc,recLh45Ho7lm5y7IL,non-implanted only,6
Essential Direct 5-Tier Drug List (NY),,CHIR_IDrec0JeBrUq1on9hJv-372916-NYEssential Direc,rec0JeBrUq1on9hJv,non-implanted only,6
National Direct Preferred Drug List Alternatives (NY),,CHIR_IDrecXKms4aDDR3T7ah-372917-NYNational Direct,recXKms4aDDR3T7ah,non-implanted only,2
National Direct 3-Tier Preferred Drug List (NY),,CHIR_IDreceG9jQ3V5X8k3fP-372931-NYNational Direct,receG9jQ3V5X8k3fP,both implanted and non-implanted,6
National Direct 4-Tier Preferred Drug List (NY),,CHIR_IDrecEZ48V9CQyGYSMd-372932-NYNational Direct,recEZ48V9CQyGYSMd,both implanted and non-implanted,6
National Direct 5-Tier Preferred Drug List (NY),,CHIR_IDrecswk42IHpAEqR03-372933-NYNational Direct,recswk42IHpAEqR03,both implanted and non-implanted,6
"Premium Standard Formulary (MD, VA, D.C.)",,CHIR_IDrecPLEqYpPL7k0nDT-372985-DCPremium Standar,recPLEqYpPL7k0nDT,non-implanted only,4
"Premium Standard Formulary (MD, VA, D.C.)",,CHIR_IDrecR9Wf9kc1M0yPbO-372985-DCPremium Standar,recR9Wf9kc1M0yPbO,non-implanted only,4
"Premium Standard Formulary (MD, VA, D.C.)",,CHIR_IDrecvg6gVNKGlOPgGt-372985-DCPremium Standar,recvg6gVNKGlOPgGt,non-implanted only,4
Essential Direct 3-Tier Drug List (CT),,CHIR_IDrecQxH5IHd63TcT4N-373006-CTEssential Direc,recQxH5IHd63TcT4N,non-implanted only,6
Essential Direct 4-Tier Drug List (CT),,CHIR_IDrec1vJN8pxzmmA8aZ-373007-CTEssential Direc,rec1vJN8pxzmmA8aZ,non-implanted only,6
Essential Direct 5-Tier Drug List (CT),,CHIR_IDrecEnlh3mlW0wNZn4-373009-CTEssential Direc,recEnlh3mlW0wNZn4,non-implanted only,6
National Direct Preferred Drug List Alternatives (CT),,CHIR_IDrecdF9W4Pc03Ub2sx-373010-CTNational Direct,recdF9W4Pc03Ub2sx,non-implanted only,2
National Direct 3-Tier Preferred Drug List (CT),,CHIR_IDrecoVDcf5gEN5G2HX-373011-CTNational Direct,recoVDcf5gEN5G2HX,both implanted and non-implanted,6
National Direct 4-Tier Preferred Drug List (CT),,CHIR_IDreckVdQxObZq31d9z-373012-CTNational Direct,reckVdQxObZq31d9z,both implanted and non-implanted,6
National Direct 5-Tier Preferred Drug List (CT),,CHIR_IDrec3tGCxpYP1j7LFd-373017-CTNational Direct,rec3tGCxpYP1j7LFd,both implanted and non-implanted,6
PreventiveRx Plus Plan (National Direct Preferred) (CT),,CHIR_IDrecc3eZhmNvYFWXrP-373026-CTPreventiveRx Pl,recc3eZhmNvYFWXrP,no devices,0
"Claims Submission, Payments, and Filing",,CHIR_IDrechJFcRk8VV24KsY-373387-AKClaims Submissi,rechJFcRk8VV24KsY,no devices,0
External Insulin Infusion Pumps and Continuous Glucose Monitors Implantable,checked,CHIR_IDrecybcSOIrWgUYh9P-37356-FLExternal Insuli,recybcSOIrWgUYh9P,implanted only,1
External Insulin Infusion Pumps and Continuous Glucose Monitors Transcutaneous Transcutaneous Adults,checked,CHIR_IDrec4BaDvbT3AFFFtW-37356-FLExternal Insuli,rec4BaDvbT3AFFFtW,non-implanted only,1
External Insulin Infusion Pumps and Continuous Glucose Monitors Transcutaneous Youth,checked,CHIR_IDrecg4SsEE5tz33bk1-37356-FLExternal Insuli,recg4SsEE5tz33bk1,non-implanted only,1
Glucose Monitoring and Insulin Delivery Devices for Managing Diabetes (Commercial) Implantable CGMs,checked,CHIR_IDrecaee3wVwWnJZ9r0-37361-ILGlucose Monitor,recaee3wVwWnJZ9r0,implanted only,1
Glucose Monitoring and Insulin Delivery Devices for Managing Diabetes (Commercial) Transcutaneous CGMs,checked,CHIR_IDreclmvGWN5ObgIQWx-37361-ILGlucose Monitor,reclmvGWN5ObgIQWx,non-implanted only,1
Glucose Monitoring and Insulin Delivery Devices for Managing Diabetes (Commercial),,CHIR_IDrecwgKfJo1qtsVym4-37361-TXGlucose Monitor,recwgKfJo1qtsVym4,no devices,0
Continuous Glucose Monitor (CGM) (WA Commercial),,CHIR_IDrec7ry3c7p1J5BGsH-37396-WAContinuous Gluc,rec7ry3c7p1J5BGsH,no devices,0
Pharmacy Benefit Coverage Updates (Commercial),,CHIR_IDrecmztizLaNhVCdsC-38777-AKPharmacy Benefi,recmztizLaNhVCdsC,no devices,0
Quantity Limitations,,CHIR_IDrecykxbtZBqEv7EzV-44706-AKQuantity Limita,recykxbtZBqEv7EzV,no devices,0
Prescription Drug Prior Authorization Request,,CHIR_IDrecyY0rMmxms218Kh-44714-AKPrescription Dr,recyY0rMmxms218Kh,no devices,0
Aetna Better Health PA HealthChoices & Healthy Pennsylvania,,CHIR_IDrecOzgOzC7BHB7wOm-48537-AKAetna Better He,recOzgOzC7BHB7wOm,no devices,0
Korlym,,CHIR_IDrecGZuJkm7HOwx32e-50558-AKKorlym,recGZuJkm7HOwx32e,no devices,0
SGLT2 Inhibitors for Diabetes,,CHIR_IDrecMEAivRhQRYqfJk-51029-AKSGLT2 Inhibitor,recMEAivRhQRYqfJk,no devices,0
Home Behavior Services (Commercial),,CHIR_IDrecTxENj4R7vFQbFq-52444-AKHome Behavior S,recTxENj4R7vFQbFq,no devices,0
"Home Health, Skilled, and Custodial Care Services (Commercial)",,"CHIR_IDrecQUjWxe1U4cXEq7-53596-AKHome Health, Sk",recQUjWxe1U4cXEq7,no devices,0
Mid America Office Manual,,CHIR_IDrecRipiKGMITlCiEt-58027-IAMid America Off,recRipiKGMITlCiEt,no devices,0
Office Manual For Health Care Professionals (West Regional Section),,CHIR_IDrec5FasfmK7iHsD5z-58030-AKOffice Manual F,rec5FasfmK7iHsD5z,no devices,0
"Continuous Glucose Monitors, Sensors and Transmitters (All Brands) (Notification)",,CHIR_IDrecaQY96m7JU9CmN5-59413-AKContinuous Gluc,recaQY96m7JU9CmN5,non-implanted only,1
"New Patient Visits (Commercial, Individual Exchange)",,CHIR_IDrecXEAJElDTZL0WP1-59459-AKNew Patient Vis,recXEAJElDTZL0WP1,no devices,0
Pharmacy Prior Authorization,,CHIR_IDrecky5RKoZU1cGKmn-63668-AKPharmacy Prior ,recky5RKoZU1cGKmn,no devices,0
Clean Claim Requirements,,CHIR_IDrec8pTC2i38dxiK8L-64412-AKClean Claim Req,rec8pTC2i38dxiK8L,no devices,0
Multi-Source Brand Name Drugs,,CHIR_IDrec4Bw4td2r4Cr8tY-64413-AKMulti-Source Br,rec4Bw4td2r4Cr8tY,no devices,0
"Co-Surgeon/Team Surgeon, Professional (Commercial, Individual Exchange)",,CHIR_IDrecjI6iR52z5aRFAk-65861-AKCo-Surgeon/Team,recjI6iR52z5aRFAk,no devices,0
Cognitive Rehabilitation (Commercial),,CHIR_IDrec9Ct4t3lKPD9EmU-70020-AKCognitive Rehab,rec9Ct4t3lKPD9EmU,no devices,0
Chronic Pain Programs (Commercial),,CHIR_IDrecJzJTY7Utlik8cX-70023-AKChronic Pain Pr,recJzJTY7Utlik8cX,no devices,0
Appeals and Disputes Policy and Procedures,,CHIR_IDreclvUMYuyAL8RRRP-70554-AKAppeals and Dis,reclvUMYuyAL8RRRP,no devices,0
Cigna Healthcare Appeals & Grievances,,CHIR_IDrec9D2kaD4fVIKGx8-70563-AKCigna Healthcar,rec9D2kaD4fVIKGx8,no devices,0
"Nonphysician Health Care Professionals Billing Evaluation and Management Codes Policy, Professional (Commercial, Individual Exchange)",,CHIR_IDrecAX6qJNPpQbp0Lq-71909-AKNonphysician He,recAX6qJNPpQbp0Lq,no devices,0
NJ Chiropractic Services: Utilization Management and Claims Processing,,CHIR_IDrecdIYPLs74p05xXr-71929-AKNJ Chiropractic,recdIYPLs74p05xXr,no devices,0
Texas Standard PA Form,,CHIR_IDrecS9JDwjktmL3Eoa-72593-AKTexas Standard ,recS9JDwjktmL3Eoa,no devices,0
Hospice Care,,CHIR_IDrecjVHoDbHggaZzrg-74017-AKHospice Care,recjVHoDbHggaZzrg,no devices,0
Influenza Vaccinations (WA Commercial),,CHIR_IDrecwmS5HEn4Y8Xu0s-74315-WAInfluenza Vacci,recwmS5HEn4Y8Xu0s,no devices,0
Manipulative Services (Chiropractic) (WA Commercial),,CHIR_IDrecJphI8xotxb3fSG-74333-WAManipulative Se,recJphI8xotxb3fSG,no devices,0
Durable Medical Equipment (DME) (WA),,CHIR_IDrechC8A7a9sBcxXA3-74334-WADurable Medical,rechC8A7a9sBcxXA3,no devices,0
Early Elective Deliveries (WA Commercial),,CHIR_IDrecM8vZgBu2Wxgyfr-74335-WAEarly Elective ,recM8vZgBu2Wxgyfr,no devices,0
Non-Contracted Provider Reimbursement (WA Commercial),,CHIR_IDrec4l662a2kwPv61k-74336-WANon-Contracted ,rec4l662a2kwPv61k,no devices,0
Non-Preventive Services Provided During a Preventive Visit (WA Commercial),,CHIR_IDrecoN09Edfp1Dxs2g-74342-WANon-Preventive ,recoN09Edfp1Dxs2g,no devices,0
Telemedicine Services (WA Commercial),,CHIR_IDrecp7YV5VHUUdVvuc-74343-WATelemedicine Se,recp7YV5VHUUdVvuc,no devices,0
Analysis of Volatile Organic Compounds (Commercial),,CHIR_IDrecvarsZ50MgW6l5u-74659-AKAnalysis of Vol,recvarsZ50MgW6l5u,no devices,0
Inpatient Admission Rehabilitation (WA Commercial),,CHIR_IDrec8eEbXiWERfrC6d-75308-WAInpatient Admis,rec8eEbXiWERfrC6d,no devices,0
